Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
7254,641,Dreadnought,350,Admiral Kuznetsov,328,Anti-gravitational Ultimatum Pulse Canon of Pisces +1,3,Spatial Torpedo,608,Doomsday Catastrophe Quantum of Leo,2,Solid Fuel Rocket of Cancer,147,Wooden,407,Warp Core,962
7255,6637,Destroyer,321,Cavour,328,Tetryon Canon,578,Photon Torpedo,582,Plasma,737,Antimatter Rocket,395,Gold,559,Disco Light,960
7256,4180,Tanker,343,Galactic The Powerful Kirov of Wolf 1961,3,Tetryon Canon,578,Photon Torpedo,582,Gamma,755,Magnetic Sail,378,Beryllium,383,Warp Core of Aries,94
7257,6246,Frigate,328,Ticonderoga,302,Photon Beam,588,Kinetic Energy Blast,610,Quasar,728,Solid Fuel Rocket,353,Copper,402,Cocktail Bar,978
7258,7447,Dreadnought,350,Rutherford,352,Electron Beam of Taurus,46,Gravimetric Torpedo,540,Gravitational,689,Magnetoplasmadynamic Thruster,400,Tungsten Carbide,571,Warp Core of Capricorn,73
7259,7583,Cruiser,363,Admiral Kuznetsov,328,Plasma Beam of Aries,65,Thermonuclear Bomb,514,Gravitational,689,Ion Thruster,386,Carbon Fibre,379,Escape Pod,930
7260,4622,Tanker of Gliese 667C,5,Dolphin,345,Particle Beam,574,Positron Torpedo,576,Nuclear,711,Fission-Electric,407,Wooden,407,Disco Light,960
7261,1976,Medical,325,Liaoning,323,Pulse Canon,612,Electromagnetic Pulse Bomb of Cancer,79,Lightning The Benevolent Nuclear of Virgo +1,1,Fission-Fragment,352,Diamond,387,Killer Drone,962
7262,7343,Transport Ship,346,Barracuda,297,Photon Beam,588,Fractional Orbital Bombardment of Scorpio,44,Gamma,755,Nuclear Pulse,390,Wooden,407,Tractor Beam,917
7263,4428,Courier,326,Nimitz,316,Plasma Beam,578,Gravimetric Torpedo,540,Nuclear,711,Infinite Improbability Drive,354,Supercosmic Ultimatum Adamantium of Aquarius,5,Disco Light,960
7264,6860,Science Vessel,336,Kirov,314,Soliton Canon,568,Spatial Torpedo,608,Gravitational,689,Ion Thruster,386,Diamond,387,Disco Light of Aquarius,32
7265,2406,Transport Ship,346,Koni of Scorpio,18,Anti-gravitational The Destroyer Pulse Canon of Pisces +1,8,Positron Torpedo of Scorpio,45,Electromagnetic,678,Magnetoplasmadynamic Thruster,400,Glass,349,Disco Light of Wolf 1961,45
7266,5444,Tug,343,Missouri,309,Particle Beam,574,Rail Gun of Cancer,73,Quantum of Tau Ceti,15,Fusion-Electric,384,Silicon Carbide of Wolf 1961,43,Escape Pod,930
7267,2249,Flaming The Tyrant Tug of Gliese 667C +1,2,Virginia,305,Electron Beam,525,Fractional Orbital Bombardment,585,Nuclear,711,Fission-Electric,407,Gold,559,Killer Drone,962
7268,2028,Cargo of Leo,5,Cavour,328,Starburst Stream,610,Spatial Torpedo,608,Quantum of Tau Ceti,15,Nuclear Pulse of Aquarius,79,Subatomic The Benevolent Adamantium of Taurus,6,Warp Core,962
7269,3675,Carrier,289,Dolphin,345,Soliton Canon,568,Thermonuclear Bomb,514,Plasma,737,Lightning The Benevolent Infinite Improbability Drive of Virgo +1,7,Tungsten Carbide,571,Escape Pod,930
7270,4569,Transport Ship,346,Enterprise of Libra,35,Electron Beam,525,Fractional Orbital Bombardment of Capricorn,80,Electromagnetic of Libra,18,Fusion-Electric,384,Vibranium,377,Warp Core of Capricorn,73
7271,282,Frigate,328,Supercosmic The Powerful Barracuda of Aquarius,1,Doomsday Adventurer Particle Beam of Leo,5,Thermonuclear Bomb,514,Plasma,737,Alcubierre Drive,378,Lightning Ultimatum Diamond of Virgo +1,3,Warp Core,962
7272,1165,Flaming Ultimatum Minesweeper of Gliese 667C +1,2,Nimitz,316,Particle Beam,574,Thermonuclear Bomb of Pisces,42,Dark Energy,707,Solid Fuel Rocket of Cancer,147,Titanium of Cancer,37,Disco Light of Scorpio,36
7273,3298,Dreadnought,350,Incheon,306,Anti-gravitational Deluxe Twin Bed Pulse Canon of Pisces +1,4,Thermonuclear Bomb,514,Gravitational,689,Light Sail of Taurus,79,Beryllium,383,Escape Pod,930
7274,1563,Frigate,328,Enterprise of Capricorn,17,Electron Beam,525,Electromagnetic Pulse Bomb,560,Quantum,709,Fission-Fragment of Capricorn,172,Beryllium of Libra,48,Lightning The Powerful Cocktail Bar of Virgo +1,5
7275,911,Battleship,328,Flaming Ultimatum Missouri of Gliese 667C +1,1,Doomsday The Destroyer Particle Beam of Leo,6,Thermonuclear Bomb,514,Gravitational,689,Magnetoplasmadynamic Thruster,400,Wooden,407,Disco Light of Leo,34
7276,5623,Cruiser,363,Brandenburg,320,Photon Beam,588,Kinetic Energy Blast,610,Dark Energy of Virgo,13,Light Sail,370,Graphene,349,Killer Drone,962
7277,2881,Tanker,343,Soryu of Pisces,13,Gravity Canon of Virgo,39,Galactic Voyager Hydrogen Bomb of Wolf 1961,4,Quantum,709,Magnetoplasmadynamic Thruster,400,Silicon Carbide,352,Killer Drone,962
7278,5407,Destroyer of Tau Ceti,9,Arleigh Burke,327,Proton Beam,567,Spatial Torpedo,608,Plasma,737,Fission-Electric,407,Diamond,387,Cocktail Bar of Gemini,44
7279,4483,Minelayer,350,Barracuda of Scorpio,16,Proton Beam,567,Photon Torpedo,582,Nuclear,711,Ion Thruster of Wolf 1961,84,Silicon Carbide of Taurus,41,Tractor Beam of Pisces,36
7280,1824,Cargo,327,Dolphin,345,Photon Beam,588,Lightning The Benevolent Photon Torpedo of Virgo +1,2,Quantum,709,Fission-Fragment of Capricorn,172,Glass,349,Tractor Beam,917
7281,4777,Transport Ship,346,Enterprise of Cancer,29,Electron Beam,525,Hydrogen Bomb,569,Dark Energy of Pisces,5,Magnetic Sail,378,Polystyrene,404,Warp Core,962
7282,6798,Science Vessel,336,Ticonderoga,302,Pulse Canon,612,Positron Torpedo of Gemini,39,Gamma,755,Fusion-Electric,384,Copper of Cancer,36,Escape Pod,930
7283,810,Minesweeper,339,Ticonderoga,302,Doomsday The Indestructable Pulse Canon of Leo,4,Thermonuclear Bomb,514,Overclocked The Tyrant Gravitational of Sagittarius +1,2,Antimatter Rocket,395,Silicon Carbide of Scorpio,45,Warp Core of Tau Ceti,79
7284,4850,Cargo of Capricorn,13,Ticonderoga,302,Tetryon Canon,578,Kinetic Energy Blast,610,Dark Energy of Scorpio,7,Solid Fuel Rocket,353,Tungsten Carbide,571,Warp Core,962
7285,7799,Transport Ship,346,Brandenburg,320,Plasma Beam,578,Hydrogen Bomb,569,Plasma,737,Fusion-Electric,384,Tungsten Carbide,571,Warp Core of Tau Ceti,79
7286,3535,Cargo of Capricorn,13,Quantum The Indestructable Koni of Scorpio,3,Gravity Canon,567,Photon Torpedo,582,Gamma of Leo,15,Fission-Fragment,352,Beryllium,383,Escape Pod,930
7287,4711,Battleship,328,Barracuda,297,Plasma Beam,578,Gravimetric Torpedo,540,Nuclear,711,Light Sail of Taurus,79,Quantum The Indestructable Adamantium of Scorpio,5,Tractor Beam,917
7288,847,Anti-gravitational The Powerful Minelayer of Pisces +1,3,Arleigh Burke,327,Particle Beam,574,Thermonuclear Bomb,514,Supercosmic Deluxe Twin Bed Plasma of Aquarius,3,Infinite Improbability Drive of Virgo,83,Beryllium of Libra,48,Disco Light,960
7289,2333,Quantum Deluxe Twin Bed Battleship of Scorpio,2,Nimitz of Libra,26,Plasma Beam,578,Electromagnetic Pulse Bomb,560,Quantum,709,Fission-Electric of Gliese 667C,68,Tungsten Carbide,571,Cocktail Bar,978
7290,2848,Dreadnought of Aquarius,5,Cavour,328,Anti-gravitational Havoc Pulse Canon of Pisces +1,5,Electromagnetic Pulse Bomb,560,Nuclear,711,Fission-Electric,407,Titanium,382,Disco Light,960
7291,3255,Minesweeper,339,Virginia,305,Starburst Stream of Sagittarius,45,Positron Torpedo,576,Gamma,755,Fission-Fragment of Capricorn,172,Supercosmic The Powerful Adamantium of Aquarius,4,Warp Core of Tau Ceti,79
7292,6060,Scout Ship,335,Cavour,328,Particle Beam,574,Hydrogen Bomb,569,Quantum of Scorpio,16,Solid Fuel Rocket of Cancer,147,Beryllium,383,Tractor Beam,917
7293,637,Frigate,328,Galactic The Powerful Cavour of Wolf 1961,3,Proton Beam of Taurus,39,Gravimetric Torpedo,540,Lightning Ultimatum Quantum of Virgo +1,2,Infinite Improbability Drive,354,Carbon Fibre,379,Tractor Beam,917
7294,1494,Doomsday The Benevolent Tug of Leo,2,Admiral Kuznetsov of Capricorn,32,Electron Beam,525,Gravimetric Torpedo of Libra,74,Gamma of Wolf 1961,9,Alcubierre Drive,378,Carbon Fibre,379,Killer Drone of Taurus,27
7295,1788,Medical,325,Cavour,328,Electron Beam of Libra,78,Kinetic Energy Blast,610,Flaming Catastrophe Plasma of Gliese 667C +1,1,Solid Fuel Rocket of Cancer,147,Beryllium,383,Disco Light,960
7296,2866,Galactic The Benevolent Tug of Wolf 1961,1,Soryu,338,Starburst Stream,610,Hydrogen Bomb,569,Gamma,755,Ion Thruster,386,Titanium of Libra,37,Tractor Beam,917
7297,2334,Transport Ship,346,Koni,292,Soliton Canon,568,Positron Torpedo of Scorpio,45,Quantum of Gliese 667C,7,Magnetic Sail of Gemini,92,Polystyrene of Gemini,34,Disco Light of Scorpio,36
7298,522,Minelayer,350,Nimitz of Aries,19,Tetryon Canon,578,Einstein-Rosen The Tyrant Positron Torpedo of Gemini +1,4,Quasar,728,Alcubierre Drive of Tau Ceti,142,Tungsten Carbide,571,Flaming Catastrophe Cocktail Bar of Gliese 667C +1,5
7299,1723,Science Vessel,336,Kirov of Taurus,15,Tetryon Canon of Cancer,71,Rail Gun,551,Overclocked The Destroyer Dark Energy of Sagittarius +1,1,Fusion-Electric,384,Vibranium,377,Escape Pod,930
7300,4137,Destroyer,321,Admiral Kuznetsov,328,Plasma Beam of Wolf 1961,38,Positron Torpedo,576,Gamma,755,Alcubierre Drive of Tau Ceti,142,Polystyrene,404,Quantum Catastrophe Disco Light of Scorpio,4
7301,3979,Transport Ship,346,Kongo,307,Flaming Adventurer Electron Beam of Gliese 667C +1,7,Electromagnetic Pulse Bomb,560,Dark Energy,707,Magnetic Sail,378,Adamantium,407,Warp Core of Aries,94
7302,6159,Frigate,328,Nimitz,316,Starburst Stream,610,Hydrogen Bomb,569,Nuclear,711,Magnetic Sail,378,Graphene,349,Escape Pod,930
7303,5494,Cargo of Cancer,9,Admiral Kuznetsov,328,Plasma Beam,578,Thermonuclear Bomb,514,Gravitational,689,Fusion-Fragment,354,Gold,559,Warp Core of Libra,67
7304,5099,Minesweeper,339,Brandenburg,320,Tetryon Canon,578,Spatial Torpedo,608,Quasar of Aquarius,8,Fusion-Electric,384,Vibranium,377,Disco Light,960
7305,6427,Frigate,328,Dolphin of Libra,22,Proton Beam,567,Spatial Torpedo,608,Gamma,755,Alcubierre Drive,378,Tungsten Carbide,571,Killer Drone,962
7306,7622,Tanker,343,Incheon,306,Gravity Canon of Aries,69,Positron Torpedo,576,Electromagnetic,678,Light Sail of Taurus,79,Glass,349,Escape Pod,930
7307,6770,Courier,326,Barracuda,297,Proton Beam,567,Positron Torpedo,576,Plasma of Capricorn,28,Nuclear Pulse,390,Tungsten Carbide,571,Killer Drone,962
7308,1730,Scout Ship,335,Brandenburg,320,Supercosmic Voyager Tetryon Canon of Aquarius,3,Kinetic Energy Blast,610,Nuclear,711,Magnetic Sail,378,Gold,559,Supercosmic The Destroyer Killer Drone of Aquarius,5
7309,207,Einstein-Rosen The Indestructable Minelayer of Gemini +1,4,Brandenburg,320,Plasma Beam,578,Gravimetric Torpedo,540,Gamma,755,Nuclear Pulse,390,Einstein-Rosen The Powerful Diamond of Gemini +1,5,Subatomic The Indestructable Disco Light of Taurus,6
7310,3326,Frigate,328,Rutherford,352,Gravity Canon,567,Galactic The Benevolent Photon Torpedo of Wolf 1961,2,Electromagnetic,678,Fission-Fragment,352,Vibranium,377,Tractor Beam,917
7311,633,Tug,343,Enterprise,319,Anti-gravitational Havoc Particle Beam of Pisces +1,3,Electromagnetic Pulse Bomb of Cancer,79,Gravitational,689,Solid Fuel Rocket,353,Graphene,349,Flaming Havoc Cocktail Bar of Gliese 667C +1,4
7312,4039,Cargo of Pisces,3,Kongo,307,Soliton Canon,568,Fractional Orbital Bombardment,585,Gamma,755,Light Sail,370,Gold,559,Cocktail Bar,978
7313,2229,Minelayer,350,Brandenburg,320,Starburst Stream,610,Gravimetric Torpedo,540,Flaming Adventurer Gamma of Gliese 667C +1,2,Fusion-Electric,384,Gold,559,Tractor Beam,917
7314,226,Scout Ship,335,Liaoning of Capricorn,33,Electron Beam of Libra,78,Hydrogen Bomb,569,Overclocked The Benevolent Gravitational of Sagittarius +1,1,Light Sail,370,Carbon Fibre of Aquarius,44,Flaming Adventurer Tractor Beam of Gliese 667C +1,3
7315,4457,Battleship,328,Nimitz,316,Soliton Canon,568,Galactic Catastrophe Hydrogen Bomb of Wolf 1961,4,Gamma,755,Fusion-Fragment,354,Silicon Carbide of Wolf 1961,43,Disco Light,960
7316,198,Lightning Catastrophe Medical of Virgo +1,1,Cavour,328,Starburst Stream of Cancer,62,Thermonuclear Bomb,514,Lightning Adventurer Quasar of Virgo +1,1,Light Sail of Taurus,79,Copper,402,Escape Pod of Tau Ceti,79
7317,2688,Scout Ship,335,Kongo,307,Proton Beam,567,Fractional Orbital Bombardment,585,Quantum,709,Fission-Electric,407,Einstein-Rosen Havoc Diamond of Gemini +1,7,Warp Core,962
7318,7545,Tug,343,Virginia,305,Plasma Beam,578,Positron Torpedo of Capricorn,64,Quasar,728,Magnetoplasmadynamic Thruster of Leo,71,Vibranium,377,Disco Light,960
7319,5110,Cargo,327,Kirov of Wolf 1961,12,Soliton Canon,568,Spatial Torpedo,608,Quantum of Sagittarius,11,Fusion-Fragment,354,Silicon Carbide,352,Warp Core,962
7320,5125,Supply Ship,359,Rutherford of Sagittarius,8,Starburst Stream,610,Spatial Torpedo,608,Gravitational,689,Fission-Fragment,352,Carbon Fibre,379,Disco Light,960
7321,5091,Scout Ship of Cancer,12,Dolphin of Tau Ceti,25,Starburst Stream,610,Rail Gun,551,Gamma,755,Infinite Improbability Drive,354,Carbon Fibre of Aquarius,44,Killer Drone,962
7322,1144,Supply Ship,359,Cavour,328,Particle Beam,574,Anti-gravitational The Destroyer Spatial Torpedo of Pisces +1,4,Supercosmic The Benevolent Electromagnetic of Aquarius,2,Nuclear Pulse,390,Vibranium,377,Cocktail Bar,978
7323,7510,Transport Ship,346,Rutherford,352,Tetryon Canon,578,Spatial Torpedo,608,Dark Energy,707,Fusion-Electric,384,Silicon Carbide of Aquarius,52,Escape Pod,930
7324,6669,Cruiser,363,Nimitz,316,Pulse Canon,612,Fractional Orbital Bombardment,585,Quasar,728,Ion Thruster,386,Gold,559,Warp Core,962
7325,6958,Battleship,328,Liaoning,323,Tetryon Canon,578,Thermonuclear Bomb of Pisces,42,Quantum,709,Ion Thruster,386,Graphene of Gliese 667C,44,Disco Light,960
7326,3678,Dreadnought,350,Barracuda,297,Plasma Beam,578,Thermonuclear Bomb,514,Dark Energy,707,Alcubierre Drive of Tau Ceti,142,Anti-gravitational The Indestructable Diamond of Pisces +1,7,Warp Core of Aries,94
7327,2760,Cargo of Tau Ceti,12,Dolphin,345,Electron Beam,525,Electromagnetic Pulse Bomb of Cancer,79,Dark Energy of Aries,22,Fission-Fragment of Capricorn,172,Vibranium of Tau Ceti,42,Cocktail Bar,978
7328,2543,Subatomic The Benevolent Supply Ship of Taurus,1,Rutherford,352,Proton Beam,567,Hydrogen Bomb,569,Quasar,728,Light Sail,370,Tungsten Carbide,571,Escape Pod,930
7329,6128,Cruiser,363,Koni,292,Tetryon Canon,578,Hydrogen Bomb,569,Quasar,728,Light Sail,370,Silicon Carbide,352,Tractor Beam,917
7330,4205,Minelayer,350,Admiral Kuznetsov,328,Supercosmic The Tyrant Tetryon Canon of Aquarius,4,Kinetic Energy Blast,610,Plasma,737,Fission-Fragment,352,Gold,559,Cocktail Bar,978
7331,2408,Transport Ship,346,Virginia of Gemini,23,Particle Beam of Tau Ceti,74,Fractional Orbital Bombardment,585,Supercosmic Voyager Dark Energy of Aquarius,2,Ion Thruster,386,Vibranium of Capricorn,36,Warp Core,962
7332,6530,Destroyer,321,Missouri,309,Particle Beam,574,Thermonuclear Bomb,514,Gravitational,689,Antimatter Rocket,395,Tungsten Carbide,571,Cocktail Bar,978
7333,1863,Minesweeper of Pisces,7,Cavour,328,Gravity Canon of Aries,69,Gravimetric Torpedo,540,Dark Energy of Tau Ceti,22,Alcubierre Drive,378,Anti-gravitational Havoc Diamond of Pisces +1,4,Killer Drone,962
7334,49,Flaming The Destroyer Tanker of Gliese 667C +1,1,Lightning Catastrophe Rutherford of Virgo +1,3,Particle Beam,574,Gravimetric Torpedo,540,Einstein-Rosen Voyager Gamma of Gemini +1,2,Kryptonite Thruster of Sagittarius,66,Wooden,407,Disco Light,960
7335,3962,Dreadnought,350,Ticonderoga,302,Particle Beam,574,Thermonuclear Bomb,514,Plasma,737,Flaming Catastrophe Fission-Electric of Gliese 667C +1,9,Silicon Carbide,352,Tractor Beam,917
7336,6896,Frigate,328,Admiral Kuznetsov of Cancer,27,Plasma Beam,578,Photon Torpedo of Aries,79,Quasar,728,Fission-Electric,407,Copper,402,Warp Core,962
7337,3748,Quantum Ultimatum Supply Ship of Scorpio,3,Kongo,307,Particle Beam,574,Electromagnetic Pulse Bomb of Aquarius,29,Gravitational,689,Fission-Electric,407,Copper of Aries,29,Tractor Beam,917
7338,4416,Dreadnought,350,Virginia,305,Tetryon Canon,578,Thermonuclear Bomb,514,Plasma,737,Light Sail,370,Gold,559,Supercosmic The Destroyer Killer Drone of Aquarius,5
7339,3518,Scout Ship of Virgo,4,Rutherford,352,Gravity Canon of Aries,69,Fractional Orbital Bombardment,585,Gamma,755,Infinite Improbability Drive of Virgo,83,Carbon Fibre,379,Escape Pod of Capricorn,92
7340,1731,Medical,325,Cavour,328,Electron Beam,525,Supercosmic Voyager Rail Gun of Aquarius,5,Quasar,728,Ion Thruster,386,Subatomic The Powerful Adamantium of Taurus,3,Disco Light,960
7341,6564,Courier,326,Dolphin,345,Starburst Stream,610,Spatial Torpedo,608,Dark Energy,707,Kryptonite Thruster,405,Copper,402,Killer Drone,962
7342,467,Tug,343,Einstein-Rosen Deluxe Twin Bed Rutherford of Gemini +1,2,Plasma Beam,578,Spatial Torpedo of Leo,48,Gravitational,689,Lightning Adventurer Infinite Improbability Drive of Virgo +1,9,Carbon Fibre of Aquarius,44,Cocktail Bar,978
7343,7065,Courier,326,Virginia,305,Plasma Beam,578,Thermonuclear Bomb,514,Gravitational,689,Fission-Electric,407,Titanium of Libra,37,Disco Light,960
7344,7778,Supply Ship,359,Virginia,305,Particle Beam,574,Electromagnetic Pulse Bomb of Cancer,79,Gravitational,689,Magnetic Sail,378,Carbon Fibre,379,Warp Core,962
7345,3874,Battleship,328,Doomsday Deluxe Twin Bed Kirov of Leo,3,Electron Beam,525,Fractional Orbital Bombardment,585,Dark Energy,707,Fusion-Fragment,354,Beryllium,383,Cocktail Bar,978
7346,3638,Doomsday Catastrophe Cargo of Leo,2,Koni,292,Gravity Canon,567,Spatial Torpedo,608,Nuclear,711,Magnetoplasmadynamic Thruster,400,Adamantium,407,Disco Light of Leo,34
7347,7911,Dreadnought,350,Cavour,328,Tetryon Canon,578,Kinetic Energy Blast,610,Quasar,728,Magnetic Sail of Gemini,92,Polystyrene,404,Disco Light,960
7348,7874,Transport Ship,346,Ticonderoga,302,Plasma Beam,578,Spatial Torpedo,608,Gravitational,689,Nuclear Pulse of Aquarius,79,Tungsten Carbide,571,Disco Light,960
7349,6995,Tug,343,Dolphin of Capricorn,33,Pulse Canon,612,Fractional Orbital Bombardment,585,Plasma,737,Light Sail,370,Tungsten Carbide,571,Killer Drone,962
7350,6025,Courier,326,Arleigh Burke of Aquarius,20,Soliton Canon,568,Rail Gun,551,Nuclear,711,Fusion-Electric,384,Tungsten Carbide,571,Warp Core,962
7351,5421,Carrier,289,Liaoning of Libra,30,Electron Beam,525,Positron Torpedo,576,Quasar of Tau Ceti,20,Kryptonite Thruster,405,Vibranium,377,Disco Light of Wolf 1961,45
7352,6848,Carrier,289,Nimitz of Libra,26,Soliton Canon,568,Electromagnetic Pulse Bomb of Cancer,79,Gravitational,689,Magnetic Sail,378,Silicon Carbide,352,Escape Pod,930
7353,7720,Courier,326,Arleigh Burke,327,Pulse Canon,612,Rail Gun of Cancer,73,Dark Energy,707,Magnetoplasmadynamic Thruster,400,Wooden,407,Escape Pod,930
7354,4454,Scout Ship of Gemini,4,Soryu of Gemini,13,Soliton Canon,568,Rail Gun,551,Electromagnetic,678,Fission-Electric,407,Polystyrene,404,Tractor Beam,917
7355,564,Carrier of Aries,7,Virginia,305,Starburst Stream,610,Gravimetric Torpedo of Libra,74,Plasma,737,Overclocked The Benevolent Kryptonite Thruster of Sagittarius +1,11,Titanium,382,Anti-gravitational Havoc Tractor Beam of Pisces +1,6
7356,6577,Battleship,328,Enterprise,319,Tetryon Canon,578,Photon Torpedo,582,Gravitational,689,Light Sail,370,Gold,559,Disco Light,960
7357,1613,Galactic Deluxe Twin Bed Transport Ship of Wolf 1961,2,Ticonderoga,302,Photon Beam,588,Gravimetric Torpedo,540,Plasma,737,Supercosmic Adventurer Nuclear Pulse of Aquarius,11,Vibranium,377,Cocktail Bar,978
7358,3333,Tug,343,Liaoning,323,Tetryon Canon,578,Hydrogen Bomb,569,Plasma,737,Magnetoplasmadynamic Thruster,400,Gold,559,Galactic The Indestructable Killer Drone of Wolf 1961,2
7359,2237,Frigate,328,Einstein-Rosen The Benevolent Missouri of Gemini +1,2,Proton Beam,567,Gravimetric Torpedo,540,Electromagnetic,678,Fusion-Electric,384,Beryllium,383,Tractor Beam,917
7360,5263,Carrier of Cancer,15,Enterprise of Cancer,29,Gravity Canon,567,Rail Gun of Sagittarius,40,Quasar,728,Alcubierre Drive,378,Adamantium,407,Cocktail Bar,978
7361,5644,Scout Ship,335,Soryu,338,Pulse Canon,612,Gravimetric Torpedo,540,Electromagnetic of Tau Ceti,24,Light Sail,370,Beryllium of Capricorn,42,Killer Drone of Scorpio,45
7362,2048,Dreadnought,350,Virginia,305,Pulse Canon,612,Overclocked The Powerful Electromagnetic Pulse Bomb of Sagittarius +1,3,Gamma,755,Fission-Electric of Gliese 667C,68,Polystyrene of Virgo,41,Escape Pod of Tau Ceti,79
7363,1726,Medical,325,Kirov,314,Doomsday Havoc Pulse Canon of Leo,5,Positron Torpedo,576,Quantum Voyager Quantum of Scorpio,3,Magnetic Sail,378,Diamond,387,Cocktail Bar,978
7364,7722,Cargo,327,Ticonderoga,302,Photon Beam of Capricorn,79,Hydrogen Bomb,569,Quantum,709,Ion Thruster,386,Glass,349,Warp Core,962
7365,6978,Cruiser,363,Liaoning,323,Tetryon Canon,578,Fractional Orbital Bombardment of Gemini,34,Quantum,709,Magnetoplasmadynamic Thruster,400,Gold,559,Warp Core,962
